0,1
02617.png,0.09293383
09778.png,0.3054881
08828.png,0.35138267
10224.png,0.086699486
01460.png,0.23045988
05552.png,0.35603487
11099.png,0.46319634
08523.png,0.4532273
04858.png,0.19310409
13625.png,0.7711556
08817.png,0.69063497
06487.png,0.21604237
10999.png,0.47628772
11038.png,0.04737696
06129.png,0.20934933
05463.png,-0.02318412
00090.png,0.71802115
01585.png,0.11803013
05717.png,0.46147013
07041.png,0.3710928
09126.png,0.5956974
09854.png,0.34445763
05225.png,0.67484
03861.png,0.6132615
10914.png,0.17022818
07892.png,0.10558236
06554.png,0.42296386
09381.png,0.71774995
02952.png,0.16823405
06892.png,0.42060784
10782.png,0.60578066
11525.png,0.6081028
03254.png,0.4530741
03345.png,0.35218537
04777.png,0.24624182
04683.png,0.13284287
11885.png,0.34867755
01245.png,0.41817817
00976.png,0.28691924
03480.png,0.572782
10137.png,0.32224786
07349.png,0.28355718
05033.png,0.5502342
00974.png,0.21712327
01550.png,0.72298646
03522.png,0.62658
11007.png,0.2769232
08379.png,0.4676895
04874.png,-0.012936592
02359.png,0.3460325
07559.png,0.27044877
02017.png,0.1311442
08307.png,0.480713
04138.png,0.46069735
05013.png,0.44631708
10341.png,0.510054
00582.png,0.6840123
08843.png,0.164657
09548.png,0.6154721
02999.png,0.009310365
12384.png,0.413624
11955.png,0.5367941
00046.png,0.5756869
00098.png,0.8012787
02483.png,0.46047843
05609.png,0.27407295
00083.png,0.43044433
04701.png,0.21424842
10206.png,0.4470816
02818.png,0.12449944
13927.png,0.4342007
02152.png,0.23573633
01498.png,0.6301542
11975.png,0.39287558
10183.png,0.45989466
12323.png,0.5074142
05369.png,0.15432265
00066.png,0.78625166
02327.png,0.17198905
02272.png,0.36543688
10228.png,0.76170754
10233.png,0.53362995
02553.png,0.55241656
13597.png,0.6321033
03840.png,0.19955531
02664.png,0.38793895
11707.png,0.3765785
09128.png,0.54248905
07055.png,0.30562192
00332.png,0.6279776
09275.png,0.43878204
12635.png,0.13589737
02554.png,0.1402837
04209.png,0.56107587
12183.png,0.08504698
08243.png,0.3734273
08800.png,0.2177921
10482.png,0.366355
09636.png,0.5104699
04126.png,0.42775562
02141.png,0.17886734
10415.png,0.19622827
00298.png,0.72533286
06971.png,0.39458948
00598.png,0.602198
06423.png,0.26486373
03955.png,0.5334464
07785.png,0.7273828
10186.png,0.548424
09074.png,0.48899546
10081.png,0.33330077
13566.png,0.70525646
13274.png,0.3258115
13609.png,0.4782053
06092.png,0.31439012
00489.png,0.7045964
10813.png,0.4777532
12904.png,0.15567386
00558.png,0.6917697
06290.png,-0.052411616
00634.png,0.8987088
05949.png,0.41372985
04546.png,0.26135212
05481.png,0.059322774
02385.png,0.66101444
01029.png,0.5574305
06165.png,0.14844453
04677.png,0.12273386
12982.png,0.34177455
02520.png,0.28001174
06828.png,0.43755132
12665.png,0.53735137
08133.png,0.4833474
12636.png,0.23688017
06802.png,0.44217366
05101.png,0.5552453
08127.png,0.057201236
12344.png,0.18770334
12057.png,0.1772117
11113.png,0.25014246
01753.png,0.3635714
03151.png,0.39059415
12191.png,0.48544675
12870.png,0.22670381
13200.png,0.31411615
05172.png,0.19655696
08960.png,0.7589458
13471.png,0.49510407
12343.png,0.35843837
04134.png,0.54922295
10434.png,0.12589803
00579.png,0.69280976
06132.png,0.31159347
11405.png,0.31532055
08937.png,0.6728404
02228.png,0.39200985
12287.png,0.2363156
13346.png,0.62001055
03355.png,0.7072142
02535.png,0.3985427
00799.png,0.3309829
11911.png,0.5031767
12292.png,0.3006031
12580.png,0.54483956
03909.png,0.13655138
04413.png,0.23060133
03083.png,0.04646659
07215.png,0.22327195
07850.png,0.53366923
07019.png,0.3810271
12060.png,0.19511822
04534.png,0.23810105
03635.png,0.44920582
09049.png,0.9204582
06551.png,0.26060146
02395.png,0.45775634
10579.png,0.6576892
06379.png,0.33205974
09197.png,0.07314232
01364.png,0.24673492
11422.png,0.33953586
11377.png,0.20819142
11447.png,0.3877386
13548.png,0.80101955
08562.png,0.6864271
13745.png,0.7041099
01789.png,0.06689972
05530.png,0.47621638
00556.png,0.90132624
02082.png,0.29998168
03991.png,0.528731
11461.png,0.28366223
06378.png,0.72212446
12435.png,0.23050307
00733.png,0.5584835
06840.png,0.3768533
08610.png,0.33841324
10714.png,0.12777272
13536.png,0.52835566
12538.png,0.17544097
05187.png,0.24017066
03388.png,0.44079983
05147.png,0.4273663
08687.png,0.62142193
08028.png,0.050955683
08157.png,0.5583154
02980.png,-0.018927038
10888.png,0.57301974
04324.png,0.42151502
02625.png,0.1372602
07604.png,0.4575784
02774.png,0.54548544
09975.png,0.53812736
06005.png,0.44998875
13834.png,0.64172053
01738.png,0.37405467
12506.png,0.636538
10420.png,0.18650597
11189.png,0.42306435
09749.png,0.1767166
02213.png,0.27940816
04092.png,0.499992
08447.png,0.37919548
00503.png,0.6789505
05473.png,0.24575435
12937.png,0.22282879
11988.png,0.31231672
00343.png,0.79253095
01899.png,0.5691555
00477.png,0.7095907
09403.png,0.23242466
03197.png,0.09494829
12099.png,0.6204415
05306.png,0.57519364
01870.png,0.4959609
09023.png,0.6920165
02101.png,0.12509534
11825.png,0.81353843
04755.png,0.24003834
02113.png,0.34327364
09021.png,0.65619266
04346.png,0.6322862
05063.png,0.6188905
13056.png,0.13298082
08606.png,0.26928192
11036.png,0.12215328
12797.png,0.25522023
00122.png,0.7181881
02579.png,0.41799015
12461.png,0.33741504
06031.png,0.7429403
07439.png,0.550898
08105.png,0.160283
12133.png,0.7016636
03601.png,0.75036836
07169.png,0.41112998
09682.png,0.6089799
03192.png,0.14241448
02043.png,0.17838874
07989.png,0.31415743
09104.png,0.66066396
05500.png,0.0052726567
10427.png,0.19823423
03374.png,0.39075562
06706.png,0.5079292
09812.png,0.52516377
04637.png,0.15127537
13701.png,0.64614904
12495.png,0.18332863
00620.png,0.73654044
00148.png,0.71816325
10440.png,0.38637707
07904.png,0.48806375
12116.png,0.50169295
00850.png,0.33934438
06669.png,0.1805979
01775.png,0.5322638
00451.png,0.65509284
02031.png,0.54913616
04480.png,0.19169506
11708.png,0.60787
02690.png,0.27265978
08633.png,0.34198388
08457.png,0.56033295
02604.png,0.16942424
02702.png,0.29611725
06823.png,0.39880925
08439.png,0.3203091
01667.png,0.31181812
09629.png,0.4568475
08594.png,0.5347322
12844.png,0.42467436
07870.png,0.24146494
08317.png,0.5077181
03021.png,0.01774928
03093.png,0.4057096
08458.png,0.327546
09565.png,0.49517956
00577.png,0.80783415
12890.png,0.3628948
06466.png,0.21703699
03311.png,0.5219739
06073.png,0.20825541
05429.png,0.11686289
03597.png,0.5956627
09601.png,0.3586675
05285.png,0.23766439
00526.png,0.8040031
04428.png,0.30409217
10031.png,0.5630555
03699.png,0.8579118
06459.png,0.5686831
10218.png,0.22772512
02697.png,0.07243958
10755.png,0.5693093
04197.png,0.42526236
05350.png,0.5170405
02193.png,0.36574438
10018.png,0.3716296
00843.png,0.3614641
01091.png,0.18181786
04025.png,0.32282358
11138.png,0.23447616
11258.png,0.4768407
07974.png,0.6398032
01914.png,0.6009748
13005.png,0.28360018
12554.png,0.57656056
00839.png,0.36677402
09505.png,0.3930933
05842.png,0.28400126
10339.png,0.48390672
08915.png,0.6262742
12925.png,0.26198715
13494.png,0.39898992
00031.png,0.74875927
05406.png,0.06854382
05923.png,0.27093455
12157.png,0.5604452
11181.png,0.1524606
13556.png,0.7091547
02686.png,0.3501172
02365.png,0.47919583
04430.png,0.6181122
01427.png,0.58188874
06134.png,0.37036684
09149.png,0.6603754
05575.png,0.6940568
02095.png,0.18093026
08899.png,0.50510573
11798.png,0.5497192
08261.png,0.4077665
05760.png,0.23800138
08041.png,0.34050107
09138.png,0.62670535
09843.png,0.62845767
01359.png,0.6191809
07327.png,0.17317939
10414.png,0.038365126
08432.png,0.13016468
11310.png,0.424357
01328.png,0.58831716
09685.png,0.67975014
11170.png,0.35787898
05205.png,0.059698164
06547.png,0.47266853
10607.png,0.561828
11863.png,0.5487425
07898.png,0.024249613
00230.png,0.51952887
06279.png,0.43501663
05689.png,0.43862393
01150.png,0.6195512
07707.png,0.5250964
11112.png,0.39393947
07079.png,0.030945003
10648.png,0.28836152
09081.png,0.6250734
01563.png,0.24489614
07336.png,0.03587079
02919.png,0.06226766
04425.png,0.2601415
09347.png,0.43623847
07611.png,0.40334535
01453.png,0.7858483
01180.png,0.2688071
03873.png,0.5587165
09450.png,0.67093855
00624.png,0.73701584
10609.png,0.26077154
03472.png,0.4247827
06510.png,0.12641957
07587.png,0.037137926
02916.png,0.040863484
11201.png,0.1860263
09782.png,0.5260356
08236.png,0.60185105
02091.png,0.17522633
12661.png,0.31703544
05291.png,0.6443091
08210.png,0.6219987
01017.png,0.27634674
07564.png,0.09511641
12873.png,0.11037153
10894.png,0.054029733
03761.png,0.71957946
00334.png,0.8469124
00242.png,0.7971431
03025.png,0.053334564
09361.png,0.43865168
05488.png,0.45949763
04252.png,0.41788304
02305.png,0.101011336
12861.png,0.26792094
06307.png,0.4427694
10865.png,0.36557502
00144.png,0.62956536
12380.png,0.25314167
03234.png,0.8473116
04075.png,0.1329793
06491.png,0.2708719
03344.png,0.6708802
04446.png,0.22503577
10565.png,0.39375305
00146.png,0.70633686
12465.png,0.142842
08453.png,0.36761522
03050.png,0.0004121065
11578.png,0.3664918
11220.png,0.39482108
10438.png,0.13875031
07280.png,0.6351268
08195.png,0.22838734
12176.png,0.5848997
01529.png,0.3508192
05386.png,0.07711813
12177.png,0.5018264
06755.png,0.41392472
13255.png,0.5411882
05094.png,0.43947056
04330.png,0.3457197
12898.png,0.30993503
08257.png,0.16963595
09298.png,0.56351966
12391.png,0.034707367
06909.png,0.22709993
02465.png,0.2544595
03232.png,0.4693725
12266.png,0.18908921
03657.png,0.527928
04519.png,0.30832547
07277.png,0.2594381
10154.png,0.29342863
05816.png,0.317949
01090.png,0.5321241
02280.png,0.44670594
10044.png,0.29491293
12063.png,0.06535587
01156.png,0.3527426
02876.png,0.4109912
05198.png,0.4850591
06024.png,0.5845414
09098.png,0.47197127
04558.png,0.25211507
12387.png,0.2465651
07679.png,0.60359186
03857.png,0.7483132
06952.png,0.30525994
08134.png,0.26877463
09681.png,0.5692796
03789.png,0.6336899
01741.png,0.391239
06960.png,0.5733911
00955.png,0.2624209
04258.png,0.5049715
05007.png,0.4548469
02976.png,0.063504934
13651.png,0.81344074
06327.png,0.4760393
09662.png,0.48952508
08228.png,0.32957226
12871.png,0.3484252
02128.png,0.3900298
07527.png,0.39631897
09181.png,0.036921054
04247.png,0.67831206
02351.png,0.3865643
02641.png,0.23734173
12122.png,0.53121066
04840.png,0.2123234
04053.png,0.39024812
10082.png,0.45653406
02862.png,0.42585993
02369.png,0.22652702
07765.png,0.15258086
01597.png,0.4244953
09852.png,0.51871836
08952.png,0.68870723
11489.png,0.49292752
08079.png,0.43648407
07603.png,0.5305462
00124.png,0.5175105
04627.png,0.46817917
10364.png,0.7368516
12794.png,0.41171306
11233.png,-0.0013808608
07455.png,0.4337219
05235.png,0.29289722
02730.png,0.4598302
03172.png,0.60326743
11829.png,0.6759031
11583.png,0.22127807
01402.png,0.28366575
12624.png,0.13376963
03828.png,0.22169766
05939.png,0.0013275146
00126.png,0.49466172
13645.png,0.7095234
06403.png,0.6086239
00192.png,0.63153005
02946.png,0.1491194
00554.png,0.7110838
12265.png,0.45220542
02646.png,0.16010621
02669.png,0.081737965
12810.png,0.5050712
09418.png,0.4908378
05566.png,0.1985369
11516.png,0.11605546
09056.png,0.78550357
07070.png,0.10662079
08326.png,0.51587766
07343.png,0.48761153
10153.png,0.4624241
00633.png,0.6441049
08761.png,0.27599713
09091.png,0.6842748
09360.png,0.7382299
01683.png,0.45309326
04022.png,0.3245306
02457.png,0.22845565
09161.png,0.10554761
07212.png,0.4164753
05271.png,0.30561435
12061.png,0.24880238
03099.png,0.22198258
06978.png,0.3438865
01726.png,0.38830966
01351.png,0.8919514
01101.png,0.3041749
04132.png,0.466362
12821.png,0.3659495
09848.png,0.41060314
01088.png,0.4906746
01656.png,0.24938919
08109.png,0.33483124
05459.png,0.34870023
05373.png,0.27574337
02007.png,0.084356725
06025.png,0.53485036
06917.png,0.35758305
08399.png,0.6200049
11875.png,0.273876
03260.png,0.6992412
10560.png,0.1909894
05629.png,0.17673543
00712.png,0.27629352
10331.png,0.52043974
01098.png,0.6588397
13383.png,0.2991295
13305.png,0.48701844
10754.png,0.5341
07002.png,0.32083845
00910.png,0.3310639
07657.png,0.6386928
05927.png,0.25009
02450.png,0.3594526
01095.png,0.6923974
06999.png,0.23007467
07150.png,0.21947026
07621.png,0.47147706
10108.png,0.58214015
05647.png,0.41821045
13284.png,0.27585018
03079.png,0.33212715
08840.png,0.4782502
12106.png,0.052250624
01279.png,0.1349513
10015.png,0.6099125
11223.png,0.5078515
05989.png,0.6496908
04556.png,0.14258501
05583.png,0.36905545
07366.png,0.41742972
04136.png,0.1102829
06629.png,0.17601606
01819.png,0.5146566
11624.png,0.4703915
11014.png,0.30443645
02954.png,0.26910192
00927.png,0.3044622
13042.png,0.28548932
12642.png,0.46566865
11518.png,0.040223777
01624.png,0.27777642
04429.png,0.3123832
11330.png,0.2835225
12702.png,0.5788882
12273.png,0.2332216
04301.png,0.59320056
04749.png,0.36191273
